header
Year, Week, SMN, SMT, VCI, TCI, VHI, empty
2000, 1, 0.1, 0.2, 0.3, 0.4, 65.24, 
2000, 2, 0.1, 0.2, 0.3, 0.4, 9.77, 
2000, 3, 0.1, 0.2, 0.3, 0.4, 86.03, 
2000, 4, 0.1, 0.2, 0.3, 0.4, 99.27, 
2000, 5, 0.1, 0.2, 0.3, 0.4, 99.01, 
2000, 6, 0.1, 0.2, 0.3, 0.4, 42.05, 
2000, 7, 0.1, 0.2, 0.3, 0.4, 85.41, 
2000, 8, 0.1, 0.2, 0.3, 0.4, 7.28, 
2000, 9, 0.1, 0.2, 0.3, 0.4, 22.84, 
2000, 10, 0.1, 0.2, 0.3, 0.4, 10.62, 
2000, 11, 0.1, 0.2, 0.3, 0.4, 51.86, 
2000, 12, 0.1, 0.2, 0.3, 0.4, 47.10, 
2000, 13, 0.1, 0.2, 0.3, 0.4, 6.23, 
2000, 14, 0.1, 0.2, 0.3, 0.4, 7.63, 
2000, 15, 0.1, 0.2, 0.3, 0.4, 9.49, 
2000, 16, 0.1, 0.2, 0.3, 0.4, 52.81, 
2000, 17, 0.1, 0.2, 0.3, 0.4, 86.67, 
2000, 18, 0.1, 0.2, 0.3, 0.4, 62.90, 
2000, 19, 0.1, 0.2, 0.3, 0.4, 34.32, 
2000, 20, 0.1, 0.2, 0.3, 0.4, 99.23, 
2000, 21, 0.1, 0.2, 0.3, 0.4, 8.00, 
2000, 22, 0.1, 0.2, 0.3, 0.4, 36.32, 
2000, 23, 0.1, 0.2, 0.3, 0.4, 92.54, 
2000, 24, 0.1, 0.2, 0.3, 0.4, 19.30, 
2000, 25, 0.1, 0.2, 0.3, 0.4, 66.93, 
2000, 26, 0.1, 0.2, 0.3, 0.4, 32.50, 
2000, 27, 0.1, 0.2, 0.3, 0.4, 77.00, 
2000, 28, 0.1, 0.2, 0.3, 0.4, 89.52, 
2000, 29, 0.1, 0.2, 0.3, 0.4, 51.29, 
2000, 30, 0.1, 0.2, 0.3, 0.4, 87.66, 
2000, 31, 0.1, 0.2, 0.3, 0.4, 44.13, 
2000, 32, 0.1, 0.2, 0.3, 0.4, 37.10, 
2000, 33, 0.1, 0.2, 0.3, 0.4, 66.13, 
2000, 34, 0.1, 0.2, 0.3, 0.4, 62.13, 
2000, 35, 0.1, 0.2, 0.3, 0.4, 7.00, 
2000, 36, 0.1, 0.2, 0.3, 0.4, 5.57, 
2000, 37, 0.1, 0.2, 0.3, 0.4, 71.08, 
2000, 38, 0.1, 0.2, 0.3, 0.4, 79.49, 
2000, 39, 0.1, 0.2, 0.3, 0.4, 68.86, 
2000, 40, 0.1, 0.2, 0.3, 0.4, 16.20, 
2000, 41, 0.1, 0.2, 0.3, 0.4, 46.80, 
2000, 42, 0.1, 0.2, 0.3, 0.4, 12.28, 
2000, 43, 0.1, 0.2, 0.3, 0.4, 5.68, 
2000, 44, 0.1, 0.2, 0.3, 0.4, 19.15, 
2000, 45, 0.1, 0.2, 0.3, 0.4, 91.40, 
2000, 46, 0.1, 0.2, 0.3, 0.4, 98.42, 
2000, 47, 0.1, 0.2, 0.3, 0.4, 34.90, 
2000, 48, 0.1, 0.2, 0.3, 0.4, 0.52, 
2000, 49, 0.1, 0.2, 0.3, 0.4, 93.67, 
2000, 50, 0.1, 0.2, 0.3, 0.4, 41.30, 
2000, 51, 0.1, 0.2, 0.3, 0.4, 25.37, 
2000, 52, 0.1, 0.2, 0.3, 0.4, 83.28, 
2001, 1, 0.1, 0.2, 0.3, 0.4, 12.29, 
2001, 2, 0.1, 0.2, 0.3, 0.4, 20.32, 
2001, 3, 0.1, 0.2, 0.3, 0.4, 34.77, 
2001, 4, 0.1, 0.2, 0.3, 0.4, 5.08, 
2001, 5, 0.1, 0.2, 0.3, 0.4, 51.26, 
2001, 6, 0.1, 0.2, 0.3, 0.4, 70.72, 
2001, 7, 0.1, 0.2, 0.3, 0.4, 71.87, 
2001, 8, 0.1, 0.2, 0.3, 0.4, 4.11, 
2001, 9, 0.1, 0.2, 0.3, 0.4, 78.57, 
2001, 10, 0.1, 0.2, 0.3, 0.4, 21.50, 
2001, 11, 0.1, 0.2, 0.3, 0.4, 76.79, 
2001, 12, 0.1, 0.2, 0.3, 0.4, 15.57, 
2001, 13, 0.1, 0.2, 0.3, 0.4, 8.05, 
2001, 14, 0.1, 0.2, 0.3, 0.4, 71.81, 
2001, 15, 0.1, 0.2, 0.3, 0.4, 73.41, 
2001, 16, 0.1, 0.2, 0.3, 0.4, 61.28, 
2001, 17, 0.1, 0.2, 0.3, 0.4, 19.95, 
2001, 18, 0.1, 0.2, 0.3, 0.4, 7.27, 
2001, 19, 0.1, 0.2, 0.3, 0.4, 54.27, 
2001, 20, 0.1, 0.2, 0.3, 0.4, 16.54, 
2001, 21, 0.1, 0.2, 0.3, 0.4, 76.94, 
2001, 22, 0.1, 0.2, 0.3, 0.4, 14.45, 
