header
Year, Week, SMN, SMT, VCI, TCI, VHI, empty
2000, 1, 0.1, 0.2, 0.3, 0.4, 21.02, 
2000, 2, 0.1, 0.2, 0.3, 0.4, 15.23, 
2000, 3, 0.1, 0.2, 0.3, 0.4, 68.51, 
2000, 4, 0.1, 0.2, 0.3, 0.4, 54.98, 
2000, 5, 0.1, 0.2, 0.3, 0.4, 42.84, 
2000, 6, 0.1, 0.2, 0.3, 0.4, 2.43, 
2000, 7, 0.1, 0.2, 0.3, 0.4, 21.28, 
2000, 8, 0.1, 0.2, 0.3, 0.4, 95.45, 
2000, 9, 0.1, 0.2, 0.3, 0.4, 76.81, 
2000, 10, 0.1, 0.2, 0.3, 0.4, 4.08, 
2000, 11, 0.1, 0.2, 0.3, 0.4, 6.85, 
2000, 12, 0.1, 0.2, 0.3, 0.4, 44.66, 
2000, 13, 0.1, 0.2, 0.3, 0.4, 28.25, 
2000, 14, 0.1, 0.2, 0.3, 0.4, 20.52, 
2000, 15, 0.1, 0.2, 0.3, 0.4, 57.15, 
2000, 16, 0.1, 0.2, 0.3, 0.4, 89.03, 
2000, 17, 0.1, 0.2, 0.3, 0.4, 48.98, 
2000, 18, 0.1, 0.2, 0.3, 0.4, 78.23, 
2000, 19, 0.1, 0.2, 0.3, 0.4, 56.89, 
2000, 20, 0.1, 0.2, 0.3, 0.4, 24.89, 
2000, 21, 0.1, 0.2, 0.3, 0.4, 37.23, 
2000, 22, 0.1, 0.2, 0.3, 0.4, 36.17, 
2000, 23, 0.1, 0.2, 0.3, 0.4, 84.32, 
2000, 24, 0.1, 0.2, 0.3, 0.4, 85.88, 
2000, 25, 0.1, 0.2, 0.3, 0.4, 65.32, 
2000, 26, 0.1, 0.2, 0.3, 0.4, 95.05, 
2000, 27, 0.1, 0.2, 0.3, 0.4, 84.50, 
2000, 28, 0.1, 0.2, 0.3, 0.4, 36.56, 
2000, 29, 0.1, 0.2, 0.3, 0.4, 61.86, 
2000, 30, 0.1, 0.2, 0.3, 0.4, 28.39, 
2000, 31, 0.1, 0.2, 0.3, 0.4, 3.47, 
2000, 32, 0.1, 0.2, 0.3, 0.4, 22.15, 
2000, 33, 0.1, 0.2, 0.3, 0.4, 48.94, 
2000, 34, 0.1, 0.2, 0.3, 0.4, 78.13, 
2000, 35, 0.1, 0.2, 0.3, 0.4, 17.24, 
2000, 36, 0.1, 0.2, 0.3, 0.4, 93.76, 
2000, 37, 0.1, 0.2, 0.3, 0.4, 43.84, 
2000, 38, 0.1, 0.2, 0.3, 0.4, 82.20, 
2000, 39, 0.1, 0.2, 0.3, 0.4, 14.24, 
2000, 40, 0.1, 0.2, 0.3, 0.4, 98.48, 
2000, 41, 0.1, 0.2, 0.3, 0.4, 51.60, 
2000, 42, 0.1, 0.2, 0.3, 0.4, 89.77, 
2000, 43, 0.1, 0.2, 0.3, 0.4, 76.43, 
2000, 44, 0.1, 0.2, 0.3, 0.4, 18.61, 
2000, 45, 0.1, 0.2, 0.3, 0.4, 88.68, 
2000, 46, 0.1, 0.2, 0.3, 0.4, 80.54, 
2000, 47, 0.1, 0.2, 0.3, 0.4, 92.28, 
2000, 48, 0.1, 0.2, 0.3, 0.4, 33.47, 
2000, 49, 0.1, 0.2, 0.3, 0.4, 55.46, 
2000, 50, 0.1, 0.2, 0.3, 0.4, 82.42, 
2000, 51, 0.1, 0.2, 0.3, 0.4, 95.96, 
2000, 52, 0.1, 0.2, 0.3, 0.4, 4.95, 
2001, 1, 0.1, 0.2, 0.3, 0.4, 15.73, 
2001, 2, 0.1, 0.2, 0.3, 0.4, 49.07, 
2001, 3, 0.1, 0.2, 0.3, 0.4, 47.44, 
2001, 4, 0.1, 0.2, 0.3, 0.4, 70.19, 
2001, 5, 0.1, 0.2, 0.3, 0.4, 69.29, 
2001, 6, 0.1, 0.2, 0.3, 0.4, 43.56, 
2001, 7, 0.1, 0.2, 0.3, 0.4, 95.44, 
2001, 8, 0.1, 0.2, 0.3, 0.4, 21.21, 
2001, 9, 0.1, 0.2, 0.3, 0.4, 17.99, 
2001, 10, 0.1, 0.2, 0.3, 0.4, 21.64, 
