header
Year, Week, SMN, SMT, VCI, TCI, VHI, empty
2000, 1, 0.1, 0.2, 0.3, 0.4, 98.36, 
2000, 2, 0.1, 0.2, 0.3, 0.4, 72.81, 
2000, 3, 0.1, 0.2, 0.3, 0.4, 13.07, 
2000, 4, 0.1, 0.2, 0.3, 0.4, 60.27, 
2000, 5, 0.1, 0.2, 0.3, 0.4, 49.07, 
2000, 6, 0.1, 0.2, 0.3, 0.4, 72.76, 
2000, 7, 0.1, 0.2, 0.3, 0.4, 36.11, 
2000, 8, 0.1, 0.2, 0.3, 0.4, 30.77, 
2000, 9, 0.1, 0.2, 0.3, 0.4, 28.18, 
2000, 10, 0.1, 0.2, 0.3, 0.4, 4.06, 
2000, 11, 0.1, 0.2, 0.3, 0.4, 98.00, 
2000, 12, 0.1, 0.2, 0.3, 0.4, 18.80, 
2000, 13, 0.1, 0.2, 0.3, 0.4, 10.38, 
2000, 14, 0.1, 0.2, 0.3, 0.4, 65.44, 
2000, 15, 0.1, 0.2, 0.3, 0.4, 85.25, 
2000, 16, 0.1, 0.2, 0.3, 0.4, 52.22, 
2000, 17, 0.1, 0.2, 0.3, 0.4, 95.17, 
2000, 18, 0.1, 0.2, 0.3, 0.4, 30.12, 
2000, 19, 0.1, 0.2, 0.3, 0.4, 80.34, 
2000, 20, 0.1, 0.2, 0.3, 0.4, 96.11, 
2000, 21, 0.1, 0.2, 0.3, 0.4, 17.95, 
2000, 22, 0.1, 0.2, 0.3, 0.4, 7.71, 
2000, 23, 0.1, 0.2, 0.3, 0.4, 22.97, 
2000, 24, 0.1, 0.2, 0.3, 0.4, 12.21, 
2000, 25, 0.1, 0.2, 0.3, 0.4, 51.91, 
2000, 26, 0.1, 0.2, 0.3, 0.4, 15.86, 
2000, 27, 0.1, 0.2, 0.3, 0.4, 11.63, 
2000, 28, 0.1, 0.2, 0.3, 0.4, 72.17, 
2000, 29, 0.1, 0.2, 0.3, 0.4, 51.33, 
2000, 30, 0.1, 0.2, 0.3, 0.4, 91.54, 
2000, 31, 0.1, 0.2, 0.3, 0.4, 3.07, 
2000, 32, 0.1, 0.2, 0.3, 0.4, 24.85, 
2000, 33, 0.1, 0.2, 0.3, 0.4, 15.76, 
2000, 34, 0.1, 0.2, 0.3, 0.4, 16.68, 
2000, 35, 0.1, 0.2, 0.3, 0.4, 9.61, 
2000, 36, 0.1, 0.2, 0.3, 0.4, 20.72, 
2000, 37, 0.1, 0.2, 0.3, 0.4, 18.57, 
2000, 38, 0.1, 0.2, 0.3, 0.4, 50.72, 
2000, 39, 0.1, 0.2, 0.3, 0.4, 94.12, 
2000, 40, 0.1, 0.2, 0.3, 0.4, 54.44, 
2000, 41, 0.1, 0.2, 0.3, 0.4, 40.34, 
2000, 42, 0.1, 0.2, 0.3, 0.4, 54.48, 
2000, 43, 0.1, 0.2, 0.3, 0.4, 55.90, 
2000, 44, 0.1, 0.2, 0.3, 0.4, 12.25, 
2000, 45, 0.1, 0.2, 0.3, 0.4, 78.66, 
2000, 46, 0.1, 0.2, 0.3, 0.4, 63.84, 
2000, 47, 0.1, 0.2, 0.3, 0.4, 27.26, 
2000, 48, 0.1, 0.2, 0.3, 0.4, 77.29, 
2000, 49, 0.1, 0.2, 0.3, 0.4, 38.82, 
2000, 50, 0.1, 0.2, 0.3, 0.4, 33.30, 
2000, 51, 0.1, 0.2, 0.3, 0.4, 63.54, 
2000, 52, 0.1, 0.2, 0.3, 0.4, 47.20, 
2001, 1, 0.1, 0.2, 0.3, 0.4, 91.00, 
2001, 2, 0.1, 0.2, 0.3, 0.4, 89.89, 
2001, 3, 0.1, 0.2, 0.3, 0.4, 52.79, 
