header
Year, Week, SMN, SMT, VCI, TCI, VHI, empty
2000, 1, 0.1, 0.2, 0.3, 0.4, 39.64, 
2000, 2, 0.1, 0.2, 0.3, 0.4, 40.49, 
2000, 3, 0.1, 0.2, 0.3, 0.4, 13.45, 
2000, 4, 0.1, 0.2, 0.3, 0.4, 1.60, 
2000, 5, 0.1, 0.2, 0.3, 0.4, 58.60, 
2000, 6, 0.1, 0.2, 0.3, 0.4, 73.39, 
2000, 7, 0.1, 0.2, 0.3, 0.4, 79.79, 
2000, 8, 0.1, 0.2, 0.3, 0.4, 2.60, 
2000, 9, 0.1, 0.2, 0.3, 0.4, 99.24, 
2000, 10, 0.1, 0.2, 0.3, 0.4, 24.50, 
2000, 11, 0.1, 0.2, 0.3, 0.4, 98.31, 
2000, 12, 0.1, 0.2, 0.3, 0.4, 47.08, 
2000, 13, 0.1, 0.2, 0.3, 0.4, 19.45, 
2000, 14, 0.1, 0.2, 0.3, 0.4, 85.01, 
2000, 15, 0.1, 0.2, 0.3, 0.4, 46.34, 
2000, 16, 0.1, 0.2, 0.3, 0.4, 24.27, 
2000, 17, 0.1, 0.2, 0.3, 0.4, 99.45, 
2000, 18, 0.1, 0.2, 0.3, 0.4, 31.97, 
2000, 19, 0.1, 0.2, 0.3, 0.4, 51.56, 
2000, 20, 0.1, 0.2, 0.3, 0.4, 42.08, 
2000, 21, 0.1, 0.2, 0.3, 0.4, 27.07, 
2000, 22, 0.1, 0.2, 0.3, 0.4, 43.85, 
2000, 23, 0.1, 0.2, 0.3, 0.4, 58.00, 
2000, 24, 0.1, 0.2, 0.3, 0.4, 12.34, 
2000, 25, 0.1, 0.2, 0.3, 0.4, 53.47, 
2000, 26, 0.1, 0.2, 0.3, 0.4, 87.36, 
2000, 27, 0.1, 0.2, 0.3, 0.4, 57.94, 
2000, 28, 0.1, 0.2, 0.3, 0.4, 27.05, 
2000, 29, 0.1, 0.2, 0.3, 0.4, 68.96, 
2000, 30, 0.1, 0.2, 0.3, 0.4, 9.19, 
2000, 31, 0.1, 0.2, 0.3, 0.4, 54.18, 
2000, 32, 0.1, 0.2, 0.3, 0.4, 46.19, 
2000, 33, 0.1, 0.2, 0.3, 0.4, 86.51, 
2000, 34, 0.1, 0.2, 0.3, 0.4, 1.01, 
2000, 35, 0.1, 0.2, 0.3, 0.4, 39.80, 
2000, 36, 0.1, 0.2, 0.3, 0.4, 25.32, 
2000, 37, 0.1, 0.2, 0.3, 0.4, 39.86, 
2000, 38, 0.1, 0.2, 0.3, 0.4, 89.75, 
2000, 39, 0.1, 0.2, 0.3, 0.4, 27.68, 
2000, 40, 0.1, 0.2, 0.3, 0.4, 82.74, 
2000, 41, 0.1, 0.2, 0.3, 0.4, 98.80, 
2000, 42, 0.1, 0.2, 0.3, 0.4, 7.74, 
2000, 43, 0.1, 0.2, 0.3, 0.4, 15.82, 
2000, 44, 0.1, 0.2, 0.3, 0.4, 64.17, 
2000, 45, 0.1, 0.2, 0.3, 0.4, 71.39, 
2000, 46, 0.1, 0.2, 0.3, 0.4, 78.04, 
2000, 47, 0.1, 0.2, 0.3, 0.4, 10.83, 
2000, 48, 0.1, 0.2, 0.3, 0.4, 86.93, 
2000, 49, 0.1, 0.2, 0.3, 0.4, 79.71, 
2000, 50, 0.1, 0.2, 0.3, 0.4, 3.05, 
2000, 51, 0.1, 0.2, 0.3, 0.4, 84.63, 
2000, 52, 0.1, 0.2, 0.3, 0.4, 85.17, 
2001, 1, 0.1, 0.2, 0.3, 0.4, 81.71, 
2001, 2, 0.1, 0.2, 0.3, 0.4, 49.50, 
2001, 3, 0.1, 0.2, 0.3, 0.4, 43.59, 
2001, 4, 0.1, 0.2, 0.3, 0.4, 89.52, 
2001, 5, 0.1, 0.2, 0.3, 0.4, 29.61, 
2001, 6, 0.1, 0.2, 0.3, 0.4, 56.47, 
2001, 7, 0.1, 0.2, 0.3, 0.4, 91.77, 
2001, 8, 0.1, 0.2, 0.3, 0.4, 21.70, 
2001, 9, 0.1, 0.2, 0.3, 0.4, 60.41, 
2001, 10, 0.1, 0.2, 0.3, 0.4, 73.69, 
2001, 11, 0.1, 0.2, 0.3, 0.4, 46.65, 
2001, 12, 0.1, 0.2, 0.3, 0.4, 47.99, 
2001, 13, 0.1, 0.2, 0.3, 0.4, 53.77, 
2001, 14, 0.1, 0.2, 0.3, 0.4, 38.96, 
2001, 15, 0.1, 0.2, 0.3, 0.4, 68.95, 
2001, 16, 0.1, 0.2, 0.3, 0.4, 94.49, 
2001, 17, 0.1, 0.2, 0.3, 0.4, 77.43, 
2001, 18, 0.1, 0.2, 0.3, 0.4, 60.77, 
2001, 19, 0.1, 0.2, 0.3, 0.4, 34.80, 
2001, 20, 0.1, 0.2, 0.3, 0.4, 35.70, 
2001, 21, 0.1, 0.2, 0.3, 0.4, 33.47, 
2001, 22, 0.1, 0.2, 0.3, 0.4, 21.19, 
2001, 23, 0.1, 0.2, 0.3, 0.4, 55.90, 
2001, 24, 0.1, 0.2, 0.3, 0.4, 39.61, 
2001, 25, 0.1, 0.2, 0.3, 0.4, 86.53, 
2001, 26, 0.1, 0.2, 0.3, 0.4, 44.94, 
2001, 27, 0.1, 0.2, 0.3, 0.4, 39.92, 
2001, 28, 0.1, 0.2, 0.3, 0.4, 99.25, 
2001, 29, 0.1, 0.2, 0.3, 0.4, 19.66, 
2001, 30, 0.1, 0.2, 0.3, 0.4, 76.12, 
2001, 31, 0.1, 0.2, 0.3, 0.4, 41.93, 
2001, 32, 0.1, 0.2, 0.3, 0.4, 82.72, 
2001, 33, 0.1, 0.2, 0.3, 0.4, 1.30, 
2001, 34, 0.1, 0.2, 0.3, 0.4, 45.14, 
2001, 35, 0.1, 0.2, 0.3, 0.4, 41.43, 
2001, 36, 0.1, 0.2, 0.3, 0.4, 26.63, 
2001, 37, 0.1, 0.2, 0.3, 0.4, 9.97, 
