header
Year, Week, SMN, SMT, VCI, TCI, VHI, empty
2000, 1, 0.1, 0.2, 0.3, 0.4, 13.27, 
2000, 2, 0.1, 0.2, 0.3, 0.4, 91.05, 
2000, 3, 0.1, 0.2, 0.3, 0.4, 83.83, 
2000, 4, 0.1, 0.2, 0.3, 0.4, 33.81, 
2000, 5, 0.1, 0.2, 0.3, 0.4, 46.72, 
2000, 6, 0.1, 0.2, 0.3, 0.4, 35.07, 
2000, 7, 0.1, 0.2, 0.3, 0.4, 17.65, 
2000, 8, 0.1, 0.2, 0.3, 0.4, 90.79, 
2000, 9, 0.1, 0.2, 0.3, 0.4, 76.73, 
2000, 10, 0.1, 0.2, 0.3, 0.4, 68.35, 
2000, 11, 0.1, 0.2, 0.3, 0.4, 84.77, 
2000, 12, 0.1, 0.2, 0.3, 0.4, 67.28, 
2000, 13, 0.1, 0.2, 0.3, 0.4, 71.95, 
2000, 14, 0.1, 0.2, 0.3, 0.4, 80.79, 
2000, 15, 0.1, 0.2, 0.3, 0.4, 66.21, 
2000, 16, 0.1, 0.2, 0.3, 0.4, 95.53, 
2000, 17, 0.1, 0.2, 0.3, 0.4, 82.53, 
2000, 18, 0.1, 0.2, 0.3, 0.4, 61.07, 
2000, 19, 0.1, 0.2, 0.3, 0.4, 18.88, 
2000, 20, 0.1, 0.2, 0.3, 0.4, 94.33, 
2000, 21, 0.1, 0.2, 0.3, 0.4, 80.61, 
2000, 22, 0.1, 0.2, 0.3, 0.4, 34.55, 
2000, 23, 0.1, 0.2, 0.3, 0.4, 94.65, 
2000, 24, 0.1, 0.2, 0.3, 0.4, 13.89, 
2000, 25, 0.1, 0.2, 0.3, 0.4, 89.97, 
2000, 26, 0.1, 0.2, 0.3, 0.4, 48.83, 
2000, 27, 0.1, 0.2, 0.3, 0.4, 53.79, 
2000, 28, 0.1, 0.2, 0.3, 0.4, 38.10, 
2000, 29, 0.1, 0.2, 0.3, 0.4, 85.57, 
2000, 30, 0.1, 0.2, 0.3, 0.4, 73.09, 
2000, 31, 0.1, 0.2, 0.3, 0.4, 32.89, 
2000, 32, 0.1, 0.2, 0.3, 0.4, 47.19, 
2000, 33, 0.1, 0.2, 0.3, 0.4, 26.58, 
2000, 34, 0.1, 0.2, 0.3, 0.4, 34.06, 
2000, 35, 0.1, 0.2, 0.3, 0.4, 50.94, 
2000, 36, 0.1, 0.2, 0.3, 0.4, 30.60, 
2000, 37, 0.1, 0.2, 0.3, 0.4, 60.58, 
2000, 38, 0.1, 0.2, 0.3, 0.4, 99.22, 
2000, 39, 0.1, 0.2, 0.3, 0.4, 49.58, 
2000, 40, 0.1, 0.2, 0.3, 0.4, 95.41, 
2000, 41, 0.1, 0.2, 0.3, 0.4, 5.54, 
2000, 42, 0.1, 0.2, 0.3, 0.4, 90.01, 
2000, 43, 0.1, 0.2, 0.3, 0.4, 56.34, 
2000, 44, 0.1, 0.2, 0.3, 0.4, 76.02, 
2000, 45, 0.1, 0.2, 0.3, 0.4, 84.34, 
2000, 46, 0.1, 0.2, 0.3, 0.4, 36.48, 
2000, 47, 0.1, 0.2, 0.3, 0.4, 30.97, 
2000, 48, 0.1, 0.2, 0.3, 0.4, 37.59, 
2000, 49, 0.1, 0.2, 0.3, 0.4, 82.58, 
2000, 50, 0.1, 0.2, 0.3, 0.4, 86.75, 
2000, 51, 0.1, 0.2, 0.3, 0.4, 1.34, 
2000, 52, 0.1, 0.2, 0.3, 0.4, 48.16, 
2001, 1, 0.1, 0.2, 0.3, 0.4, 36.26, 
2001, 2, 0.1, 0.2, 0.3, 0.4, 58.10, 
2001, 3, 0.1, 0.2, 0.3, 0.4, 36.54, 
2001, 4, 0.1, 0.2, 0.3, 0.4, 67.38, 
2001, 5, 0.1, 0.2, 0.3, 0.4, 9.53, 
2001, 6, 0.1, 0.2, 0.3, 0.4, 43.45, 
2001, 7, 0.1, 0.2, 0.3, 0.4, 32.85, 
2001, 8, 0.1, 0.2, 0.3, 0.4, 88.18, 
2001, 9, 0.1, 0.2, 0.3, 0.4, 46.56, 
2001, 10, 0.1, 0.2, 0.3, 0.4, 12.10, 
2001, 11, 0.1, 0.2, 0.3, 0.4, 29.48, 
