header
Year, Week, SMN, SMT, VCI, TCI, VHI, empty
2000, 1, 0.1, 0.2, 0.3, 0.4, 74.48, 
2000, 2, 0.1, 0.2, 0.3, 0.4, 67.03, 
2000, 3, 0.1, 0.2, 0.3, 0.4, 87.74, 
2000, 4, 0.1, 0.2, 0.3, 0.4, 10.92, 
2000, 5, 0.1, 0.2, 0.3, 0.4, 94.85, 
2000, 6, 0.1, 0.2, 0.3, 0.4, 45.37, 
2000, 7, 0.1, 0.2, 0.3, 0.4, 59.08, 
2000, 8, 0.1, 0.2, 0.3, 0.4, 91.75, 
2000, 9, 0.1, 0.2, 0.3, 0.4, 97.25, 
2000, 10, 0.1, 0.2, 0.3, 0.4, 64.46, 
2000, 11, 0.1, 0.2, 0.3, 0.4, 62.06, 
2000, 12, 0.1, 0.2, 0.3, 0.4, 67.31, 
2000, 13, 0.1, 0.2, 0.3, 0.4, 43.71, 
2000, 14, 0.1, 0.2, 0.3, 0.4, 92.78, 
2000, 15, 0.1, 0.2, 0.3, 0.4, 0.73, 
2000, 16, 0.1, 0.2, 0.3, 0.4, 97.29, 
2000, 17, 0.1, 0.2, 0.3, 0.4, 83.31, 
2000, 18, 0.1, 0.2, 0.3, 0.4, 25.50, 
2000, 19, 0.1, 0.2, 0.3, 0.4, 0.78, 
2000, 20, 0.1, 0.2, 0.3, 0.4, 54.57, 
2000, 21, 0.1, 0.2, 0.3, 0.4, 63.27, 
2000, 22, 0.1, 0.2, 0.3, 0.4, 65.88, 
2000, 23, 0.1, 0.2, 0.3, 0.4, 71.27, 
2000, 24, 0.1, 0.2, 0.3, 0.4, 59.38, 
2000, 25, 0.1, 0.2, 0.3, 0.4, 70.92, 
2000, 26, 0.1, 0.2, 0.3, 0.4, 2.68, 
2000, 27, 0.1, 0.2, 0.3, 0.4, 1.82, 
2000, 28, 0.1, 0.2, 0.3, 0.4, 47.95, 
2000, 29, 0.1, 0.2, 0.3, 0.4, 55.02, 
2000, 30, 0.1, 0.2, 0.3, 0.4, 89.34, 
2000, 31, 0.1, 0.2, 0.3, 0.4, 15.22, 
2000, 32, 0.1, 0.2, 0.3, 0.4, 30.77, 
2000, 33, 0.1, 0.2, 0.3, 0.4, 41.39, 
2000, 34, 0.1, 0.2, 0.3, 0.4, 87.14, 
2000, 35, 0.1, 0.2, 0.3, 0.4, 51.44, 
2000, 36, 0.1, 0.2, 0.3, 0.4, 58.77, 
2000, 37, 0.1, 0.2, 0.3, 0.4, 91.54, 
2000, 38, 0.1, 0.2, 0.3, 0.4, 39.87, 
2000, 39, 0.1, 0.2, 0.3, 0.4, 68.77, 
2000, 40, 0.1, 0.2, 0.3, 0.4, 96.13, 
2000, 41, 0.1, 0.2, 0.3, 0.4, 71.38, 
2000, 42, 0.1, 0.2, 0.3, 0.4, 60.71, 
2000, 43, 0.1, 0.2, 0.3, 0.4, 28.68, 
2000, 44, 0.1, 0.2, 0.3, 0.4, 30.91, 
2000, 45, 0.1, 0.2, 0.3, 0.4, 21.85, 
2000, 46, 0.1, 0.2, 0.3, 0.4, 27.30, 
2000, 47, 0.1, 0.2, 0.3, 0.4, 53.48, 
2000, 48, 0.1, 0.2, 0.3, 0.4, 96.41, 
2000, 49, 0.1, 0.2, 0.3, 0.4, 85.86, 
2000, 50, 0.1, 0.2, 0.3, 0.4, 71.35, 
2000, 51, 0.1, 0.2, 0.3, 0.4, 40.21, 
2000, 52, 0.1, 0.2, 0.3, 0.4, 15.11, 
2001, 1, 0.1, 0.2, 0.3, 0.4, 68.35, 
2001, 2, 0.1, 0.2, 0.3, 0.4, 33.88, 
2001, 3, 0.1, 0.2, 0.3, 0.4, 44.25, 
2001, 4, 0.1, 0.2, 0.3, 0.4, 90.48, 
2001, 5, 0.1, 0.2, 0.3, 0.4, 5.44, 
2001, 6, 0.1, 0.2, 0.3, 0.4, 97.89, 
2001, 7, 0.1, 0.2, 0.3, 0.4, 45.65, 
2001, 8, 0.1, 0.2, 0.3, 0.4, 87.42, 
2001, 9, 0.1, 0.2, 0.3, 0.4, 75.32, 
2001, 10, 0.1, 0.2, 0.3, 0.4, 52.20, 
2001, 11, 0.1, 0.2, 0.3, 0.4, 91.52, 
2001, 12, 0.1, 0.2, 0.3, 0.4, 88.54, 
2001, 13, 0.1, 0.2, 0.3, 0.4, 10.53, 
2001, 14, 0.1, 0.2, 0.3, 0.4, 77.77, 
2001, 15, 0.1, 0.2, 0.3, 0.4, 5.59, 
2001, 16, 0.1, 0.2, 0.3, 0.4, 88.14, 
2001, 17, 0.1, 0.2, 0.3, 0.4, 48.61, 
2001, 18, 0.1, 0.2, 0.3, 0.4, 89.90, 
2001, 19, 0.1, 0.2, 0.3, 0.4, 50.19, 
2001, 20, 0.1, 0.2, 0.3, 0.4, 1.92, 
2001, 21, 0.1, 0.2, 0.3, 0.4, 86.23, 
2001, 22, 0.1, 0.2, 0.3, 0.4, 27.21, 
2001, 23, 0.1, 0.2, 0.3, 0.4, 77.63, 
2001, 24, 0.1, 0.2, 0.3, 0.4, 88.17, 
2001, 25, 0.1, 0.2, 0.3, 0.4, 73.96, 
2001, 26, 0.1, 0.2, 0.3, 0.4, 98.95, 
2001, 27, 0.1, 0.2, 0.3, 0.4, 78.59, 
2001, 28, 0.1, 0.2, 0.3, 0.4, 72.99, 
2001, 29, 0.1, 0.2, 0.3, 0.4, 82.38, 
2001, 30, 0.1, 0.2, 0.3, 0.4, 98.23, 
2001, 31, 0.1, 0.2, 0.3, 0.4, 65.57, 
2001, 32, 0.1, 0.2, 0.3, 0.4, 85.78, 
2001, 33, 0.1, 0.2, 0.3, 0.4, 25.63, 
2001, 34, 0.1, 0.2, 0.3, 0.4, 46.85, 
2001, 35, 0.1, 0.2, 0.3, 0.4, 66.07, 
2001, 36, 0.1, 0.2, 0.3, 0.4, 3.56, 
2001, 37, 0.1, 0.2, 0.3, 0.4, 1.85, 
2001, 38, 0.1, 0.2, 0.3, 0.4, 23.46, 
2001, 39, 0.1, 0.2, 0.3, 0.4, 7.19, 
2001, 40, 0.1, 0.2, 0.3, 0.4, 38.83, 
2001, 41, 0.1, 0.2, 0.3, 0.4, 43.82, 
2001, 42, 0.1, 0.2, 0.3, 0.4, 19.35, 
2001, 43, 0.1, 0.2, 0.3, 0.4, 50.57, 
2001, 44, 0.1, 0.2, 0.3, 0.4, 34.81, 
2001, 45, 0.1, 0.2, 0.3, 0.4, 83.95, 
2001, 46, 0.1, 0.2, 0.3, 0.4, 91.72, 
2001, 47, 0.1, 0.2, 0.3, 0.4, 32.74, 
2001, 48, 0.1, 0.2, 0.3, 0.4, 84.16, 
2001, 49, 0.1, 0.2, 0.3, 0.4, 87.40, 
2001, 50, 0.1, 0.2, 0.3, 0.4, 59.89, 
2001, 51, 0.1, 0.2, 0.3, 0.4, 34.00, 
2001, 52, 0.1, 0.2, 0.3, 0.4, 51.13, 
2002, 1, 0.1, 0.2, 0.3, 0.4, 5.85, 
2002, 2, 0.1, 0.2, 0.3, 0.4, 9.58, 
2002, 3, 0.1, 0.2, 0.3, 0.4, 89.79, 
2002, 4, 0.1, 0.2, 0.3, 0.4, 83.99, 
2002, 5, 0.1, 0.2, 0.3, 0.4, 71.46, 
2002, 6, 0.1, 0.2, 0.3, 0.4, 79.35, 
2002, 7, 0.1, 0.2, 0.3, 0.4, 36.30, 
2002, 8, 0.1, 0.2, 0.3, 0.4, 34.95, 
2002, 9, 0.1, 0.2, 0.3, 0.4, 23.75, 
2002, 10, 0.1, 0.2, 0.3, 0.4, 87.38, 
2002, 11, 0.1, 0.2, 0.3, 0.4, 96.76, 
2002, 12, 0.1, 0.2, 0.3, 0.4, 24.72, 
2002, 13, 0.1, 0.2, 0.3, 0.4, 44.19, 
2002, 14, 0.1, 0.2, 0.3, 0.4, 47.12, 
2002, 15, 0.1, 0.2, 0.3, 0.4, 65.95, 
2002, 16, 0.1, 0.2, 0.3, 0.4, 89.94, 
2002, 17, 0.1, 0.2, 0.3, 0.4, 60.05, 
2002, 18, 0.1, 0.2, 0.3, 0.4, 32.58, 
2002, 19, 0.1, 0.2, 0.3, 0.4, 65.56, 
2002, 20, 0.1, 0.2, 0.3, 0.4, 93.87, 
2002, 21, 0.1, 0.2, 0.3, 0.4, 2.48, 
2002, 22, 0.1, 0.2, 0.3, 0.4, 13.05, 
2002, 23, 0.1, 0.2, 0.3, 0.4, 71.75, 
2002, 24, 0.1, 0.2, 0.3, 0.4, 44.75, 
2002, 25, 0.1, 0.2, 0.3, 0.4, 16.33, 
2002, 26, 0.1, 0.2, 0.3, 0.4, 20.30, 
2002, 27, 0.1, 0.2, 0.3, 0.4, 0.61, 
2002, 28, 0.1, 0.2, 0.3, 0.4, 91.62, 
2002, 29, 0.1, 0.2, 0.3, 0.4, 25.16, 
2002, 30, 0.1, 0.2, 0.3, 0.4, 34.13, 
2002, 31, 0.1, 0.2, 0.3, 0.4, 20.81, 
2002, 32, 0.1, 0.2, 0.3, 0.4, 66.12, 
2002, 33, 0.1, 0.2, 0.3, 0.4, 5.85, 
2002, 34, 0.1, 0.2, 0.3, 0.4, 62.32, 
2002, 35, 0.1, 0.2, 0.3, 0.4, 90.56, 
2002, 36, 0.1, 0.2, 0.3, 0.4, 61.08, 
2002, 37, 0.1, 0.2, 0.3, 0.4, 35.40, 
2002, 38, 0.1, 0.2, 0.3, 0.4, 4.74, 
2002, 39, 0.1, 0.2, 0.3, 0.4, 75.61, 
2002, 40, 0.1, 0.2, 0.3, 0.4, 44.23, 
2002, 41, 0.1, 0.2, 0.3, 0.4, 94.92, 
2002, 42, 0.1, 0.2, 0.3, 0.4, 16.95, 
2002, 43, 0.1, 0.2, 0.3, 0.4, 94.41, 
2002, 44, 0.1, 0.2, 0.3, 0.4, 62.93, 
2002, 45, 0.1, 0.2, 0.3, 0.4, 58.52, 
2002, 46, 0.1, 0.2, 0.3, 0.4, 3.40, 
2002, 47, 0.1, 0.2, 0.3, 0.4, 10.10, 
2002, 48, 0.1, 0.2, 0.3, 0.4, 53.18, 
2002, 49, 0.1, 0.2, 0.3, 0.4, 81.06, 
2002, 50, 0.1, 0.2, 0.3, 0.4, 51.06, 
2002, 51, 0.1, 0.2, 0.3, 0.4, 43.38, 
2002, 52, 0.1, 0.2, 0.3, 0.4, 38.74, 
2003, 1, 0.1, 0.2, 0.3, 0.4, 32.32, 
2003, 2, 0.1, 0.2, 0.3, 0.4, 94.47, 
2003, 3, 0.1, 0.2, 0.3, 0.4, 98.66, 
2003, 4, 0.1, 0.2, 0.3, 0.4, 85.46, 
2003, 5, 0.1, 0.2, 0.3, 0.4, 57.48, 
2003, 6, 0.1, 0.2, 0.3, 0.4, 24.62, 
2003, 7, 0.1, 0.2, 0.3, 0.4, 32.03, 
2003, 8, 0.1, 0.2, 0.3, 0.4, 92.70, 
2003, 9, 0.1, 0.2, 0.3, 0.4, 81.92, 
2003, 10, 0.1, 0.2, 0.3, 0.4, 39.51, 
2003, 11, 0.1, 0.2, 0.3, 0.4, 44.25, 
2003, 12, 0.1, 0.2, 0.3, 0.4, 77.20, 
2003, 13, 0.1, 0.2, 0.3, 0.4, 78.86, 
2003, 14, 0.1, 0.2, 0.3, 0.4, 35.90, 
2003, 15, 0.1, 0.2, 0.3, 0.4, 90.77, 
2003, 16, 0.1, 0.2, 0.3, 0.4, 51.37, 
2003, 17, 0.1, 0.2, 0.3, 0.4, 43.16, 
2003, 18, 0.1, 0.2, 0.3, 0.4, 36.59, 
2003, 19, 0.1, 0.2, 0.3, 0.4, 40.89, 
2003, 20, 0.1, 0.2, 0.3, 0.4, 99.07, 
2003, 21, 0.1, 0.2, 0.3, 0.4, 7.69, 
2003, 22, 0.1, 0.2, 0.3, 0.4, 53.01, 
2003, 23, 0.1, 0.2, 0.3, 0.4, 45.88, 
2003, 24, 0.1, 0.2, 0.3, 0.4, 8.52, 
2003, 25, 0.1, 0.2, 0.3, 0.4, 38.51, 
2003, 26, 0.1, 0.2, 0.3, 0.4, 32.40, 
2003, 27, 0.1, 0.2, 0.3, 0.4, 82.90, 
2003, 28, 0.1, 0.2, 0.3, 0.4, 93.85, 
2003, 29, 0.1, 0.2, 0.3, 0.4, 79.03, 
2003, 30, 0.1, 0.2, 0.3, 0.4, 46.99, 
2003, 31, 0.1, 0.2, 0.3, 0.4, 38.33, 
2003, 32, 0.1, 0.2, 0.3, 0.4, 72.26, 
2003, 33, 0.1, 0.2, 0.3, 0.4, 49.74, 
2003, 34, 0.1, 0.2, 0.3, 0.4, 62.64, 
2003, 35, 0.1, 0.2, 0.3, 0.4, 80.71, 
2003, 36, 0.1, 0.2, 0.3, 0.4, 59.57, 
2003, 37, 0.1, 0.2, 0.3, 0.4, 59.90, 
2003, 38, 0.1, 0.2, 0.3, 0.4, 91.24, 
2003, 39, 0.1, 0.2, 0.3, 0.4, 52.94, 
2003, 40, 0.1, 0.2, 0.3, 0.4, 47.08, 
2003, 41, 0.1, 0.2, 0.3, 0.4, 50.84, 
2003, 42, 0.1, 0.2, 0.3, 0.4, 24.55, 
2003, 43, 0.1, 0.2, 0.3, 0.4, 25.87, 
2003, 44, 0.1, 0.2, 0.3, 0.4, 70.16, 
2003, 45, 0.1, 0.2, 0.3, 0.4, 86.44, 
2003, 46, 0.1, 0.2, 0.3, 0.4, 94.66, 
2003, 47, 0.1, 0.2, 0.3, 0.4, 36.23, 
2003, 48, 0.1, 0.2, 0.3, 0.4, 57.75, 
2003, 49, 0.1, 0.2, 0.3, 0.4, 34.94, 
2003, 50, 0.1, 0.2, 0.3, 0.4, 17.64, 
2003, 51, 0.1, 0.2, 0.3, 0.4, 67.01, 
2003, 52, 0.1, 0.2, 0.3, 0.4, 54.12, 
2004, 1, 0.1, 0.2, 0.3, 0.4, 0.57, 
2004, 2, 0.1, 0.2, 0.3, 0.4, 69.19, 
2004, 3, 0.1, 0.2, 0.3, 0.4, 87.40, 
2004, 4, 0.1, 0.2, 0.3, 0.4, 12.96, 
2004, 5, 0.1, 0.2, 0.3, 0.4, 73.97, 
2004, 6, 0.1, 0.2, 0.3, 0.4, 21.65, 
2004, 7, 0.1, 0.2, 0.3, 0.4, 43.74, 
