header
Year, Week, SMN, SMT, VCI, TCI, VHI, empty
2000, 1, 0.1, 0.2, 0.3, 0.4, 4.68, 
2000, 2, 0.1, 0.2, 0.3, 0.4, 47.46, 
2000, 3, 0.1, 0.2, 0.3, 0.4, 37.91, 
2000, 4, 0.1, 0.2, 0.3, 0.4, 90.34, 
2000, 5, 0.1, 0.2, 0.3, 0.4, 47.93, 
2000, 6, 0.1, 0.2, 0.3, 0.4, 14.87, 
2000, 7, 0.1, 0.2, 0.3, 0.4, 16.08, 
2000, 8, 0.1, 0.2, 0.3, 0.4, 63.65, 
2000, 9, 0.1, 0.2, 0.3, 0.4, 6.60, 
2000, 10, 0.1, 0.2, 0.3, 0.4, 13.17, 
2000, 11, 0.1, 0.2, 0.3, 0.4, 19.00, 
2000, 12, 0.1, 0.2, 0.3, 0.4, 20.97, 
2000, 13, 0.1, 0.2, 0.3, 0.4, 13.04, 
2000, 14, 0.1, 0.2, 0.3, 0.4, 24.22, 
2000, 15, 0.1, 0.2, 0.3, 0.4, 76.48, 
2000, 16, 0.1, 0.2, 0.3, 0.4, 43.49, 
2000, 17, 0.1, 0.2, 0.3, 0.4, 92.87, 
2000, 18, 0.1, 0.2, 0.3, 0.4, 36.19, 
2000, 19, 0.1, 0.2, 0.3, 0.4, 78.85, 
2000, 20, 0.1, 0.2, 0.3, 0.4, 0.98, 
2000, 21, 0.1, 0.2, 0.3, 0.4, 78.07, 
2000, 22, 0.1, 0.2, 0.3, 0.4, 23.69, 
2000, 23, 0.1, 0.2, 0.3, 0.4, 56.77, 
2000, 24, 0.1, 0.2, 0.3, 0.4, 48.30, 
2000, 25, 0.1, 0.2, 0.3, 0.4, 9.47, 
2000, 26, 0.1, 0.2, 0.3, 0.4, 51.80, 
2000, 27, 0.1, 0.2, 0.3, 0.4, 91.99, 
2000, 28, 0.1, 0.2, 0.3, 0.4, 69.42, 
2000, 29, 0.1, 0.2, 0.3, 0.4, 81.18, 
2000, 30, 0.1, 0.2, 0.3, 0.4, 44.92, 
2000, 31, 0.1, 0.2, 0.3, 0.4, 41.59, 
2000, 32, 0.1, 0.2, 0.3, 0.4, 97.42, 
2000, 33, 0.1, 0.2, 0.3, 0.4, 90.40, 
2000, 34, 0.1, 0.2, 0.3, 0.4, 59.92, 
2000, 35, 0.1, 0.2, 0.3, 0.4, 83.00, 
2000, 36, 0.1, 0.2, 0.3, 0.4, 27.05, 
2000, 37, 0.1, 0.2, 0.3, 0.4, 23.82, 
2000, 38, 0.1, 0.2, 0.3, 0.4, 91.27, 
2000, 39, 0.1, 0.2, 0.3, 0.4, 7.84, 
2000, 40, 0.1, 0.2, 0.3, 0.4, 89.66, 
2000, 41, 0.1, 0.2, 0.3, 0.4, 29.68, 
2000, 42, 0.1, 0.2, 0.3, 0.4, 86.06, 
2000, 43, 0.1, 0.2, 0.3, 0.4, 38.37, 
2000, 44, 0.1, 0.2, 0.3, 0.4, 46.91, 
2000, 45, 0.1, 0.2, 0.3, 0.4, 47.09, 
2000, 46, 0.1, 0.2, 0.3, 0.4, 45.62, 
